order_date,daily_sales
01-02-2015 17:20,443.55
01-02-2015 17:41,732.06
01-02-2015 18:02,982.33
01-02-2015 18:23,865.9
01-02-2015 18:44,471.15
01-02-2015 19:05,359.98
01-02-2015 20:08,519.97
01-02-2015 20:50,247.4
01-02-2015 21:11,559.42
01-02-2015 21:32,768.92
01-02-2015 21:53,570.97
01-02-2015 22:14,582.12
01-02-2015 22:35,55.79
01-02-2015 22:56,185.67
01-02-2015 23:17,299.98
01-02-2015 23:38,542.91
01-02-2016 00:11,632.21
01-02-2016 00:32,726.03
01-02-2016 00:53,593.79
01-02-2016 01:14,966.95
01-02-2016 01:35,191.99
01-02-2016 01:56,493.94
01-02-2016 02:17,752.14
01-02-2016 02:38,260.98
01-02-2016 03:20,875.07
01-02-2016 04:02,628.97
01-02-2016 04:23,201.48
01-02-2016 04:44,391.98
01-02-2016 05:05,290.18
01-02-2016 05:26,543.92
01-02-2016 06:08,36.39
01-02-2016 06:29,413.96
01-02-2016 06:50,263.98
01-02-2016 07:11,107.89
01-02-2016 07:32,167.93
01-02-2016 07:53,892.0
01-02-2016 08:14,290.97
01-02-2016 08:35,263.68
01-02-2016 08:56,253.42
01-02-2016 09:17,284.35
01-02-2016 09:59,906.02
01-02-2016 10:20,927.84
01-02-2016 11:02,807.37
01-02-2016 11:23,306.99
01-02-2016 11:45,809.78
01-02-2016 12:06,385.27
01-02-2016 12:48,607.38
01-02-2016 13:09,911.29
01-02-2016 13:51,1089.28
01-02-2016 14:12,335.98
01-02-2016 14:33,545.7
01-02-2016 14:54,92.96
01-02-2016 15:15,470.64
01-02-2016 15:36,440.45
01-02-2016 15:57,512.64
01-02-2016 16:18,1247.26
01-02-2016 17:00,718.87
01-02-2016 17:21,549.93
01-02-2016 17:42,289.48
01-02-2016 18:03,268.94
01-02-2016 19:06,611.42
01-02-2016 20:09,711.83
01-02-2016 20:30,617.96
01-02-2016 20:51,400.71
01-02-2016 21:12,359.98
01-02-2016 21:33,968.92
01-02-2016 21:54,876.14
01-02-2016 22:15,322.95
01-02-2016 22:57,653.88
01-02-2016 23:18,572.03
01-02-2016 23:39,409.17
01-02-2017 00:01,998.63
01-02-2017 00:22,545.9
01-02-2017 00:43,284.95
01-02-2017 01:04,494.95
01-02-2017 01:25,668.14
01-02-2017 02:28,750.31
01-02-2017 02:49,868.13
01-02-2017 03:10,135.97
01-02-2017 03:52,186.0
01-02-2017 04:34,617.44
01-02-2017 04:55,72.0
01-02-2017 05:16,638.35
01-02-2017 05:37,650.46
01-02-2017 05:58,377.98
01-02-2017 06:20,501.95
01-02-2017 06:41,379.98
01-02-2017 07:02,626.9
01-02-2017 07:23,632.4
01-02-2017 07:44,707.45
01-02-2017 08:05,675.93
01-02-2017 08:26,54.59
01-02-2017 08:47,941.19
01-02-2017 09:29,535.98
01-02-2017 09:50,475.95
01-02-2017 10:11,389.96
01-02-2017 10:32,452.89
01-02-2017 10:53,390.66
01-02-2017 11:14,118.29
01-02-2017 11:56,640.25
01-02-2017 12:17,331.35
01-02-2017 12:59,559.95
01-02-2017 13:20,151.15
01-02-2017 13:41,363.96
01-02-2017 14:02,912.28
01-02-2017 14:44,943.31
01-02-2017 15:05,769.74
01-02-2017 15:26,123.49
01-02-2017 16:08,472.4
01-02-2017 16:29,553.85
01-02-2017 17:11,933.3
01-02-2017 17:32,1045.71
01-02-2017 17:53,768.8
01-02-2017 18:14,958.94
01-02-2017 18:35,553.95
01-02-2017 18:56,472.44
01-02-2017 19:17,190.0
01-02-2017 19:38,40.0
01-02-2017 19:59,494.65
01-02-2017 20:20,192.0
01-02-2017 20:41,921.16
01-02-2017 21:02,1133.07
01-02-2017 21:23,139.17
01-02-2017 22:05,476.92
01-02-2017 22:26,320.96
01-02-2017 22:47,531.98
01-02-2017 23:08,299.63
01-02-2017 23:30,216.56
01-02-2018 00:02,426.06
01-02-2018 00:23,436.72
01-02-2018 00:44,442.04
01-02-2018 01:05,447.37
01-02-2018 01:26,452.69
01-02-2018 01:47,463.34
01-02-2018 02:08,468.67
01-02-2018 02:29,479.32
01-02-2018 02:50,484.65
01-02-2018 03:11,495.3
01-02-2018 03:32,503.29
01-02-2018 03:53,505.95
01-02-2018 04:14,511.28
01-02-2018 04:35,516.6
01-02-2018 04:56,521.93
01-02-2018 05:17,527.25
01-02-2018 05:38,532.58
01-02-2018 05:59,399.44
01-02-2018 06:20,426.06
01-02-2018 06:41,436.72
01-02-2018 07:02,442.04
01-02-2018 07:23,447.37
01-02-2018 07:44,452.69
01-02-2018 08:06,463.34
01-02-2018 08:27,468.67
01-02-2018 08:48,479.32
01-02-2018 09:09,484.65
01-02-2018 09:30,495.3
01-02-2018 09:51,503.29
01-02-2018 10:12,505.95
01-02-2018 10:33,511.28
01-02-2018 10:54,516.6
01-02-2018 11:15,521.93
01-02-2018 11:36,527.25
01-02-2018 11:57,532.58
01-02-2018 12:18,293.04
01-02-2018 12:39,219.78
01-02-2018 13:00,234.43
01-02-2018 13:21,240.29
01-02-2018 13:42,243.22
01-02-2018 14:03,246.15
01-02-2018 14:24,249.08
01-02-2018 14:45,254.94
01-02-2018 15:06,257.88
01-02-2018 15:27,263.74
01-02-2018 15:48,266.67
01-02-2018 16:09,272.53
01-02-2018 16:30,276.92
01-02-2018 16:51,278.39
01-02-2018 17:12,281.32
01-02-2018 17:33,284.25
01-02-2018 17:54,287.18
01-02-2018 18:15,290.11
01-02-2018 18:36,293.04
01-02-2018 18:57,219.78
01-02-2018 19:18,234.43
01-02-2018 19:39,240.29
01-02-2018 20:00,243.22
01-02-2018 20:21,246.15
01-02-2018 20:42,249.08
01-02-2018 21:03,254.94
01-02-2018 21:24,257.88
01-02-2018 21:45,263.74
01-02-2018 22:06,266.67
01-02-2018 22:27,272.53
01-02-2018 22:48,276.92
01-02-2018 23:09,278.39
01-02-2018 23:30,281.32
01-02-2018 23:51,284.25
01-03-2015 00:20,476.2
01-03-2015 00:41,1088.91
01-03-2015 01:02,272.46
01-03-2015 01:23,113.09
01-03-2015 01:44,1046.7
01-03-2015 02:26,265.42
01-03-2015 02:48,544.45
01-03-2015 03:09,412.26
01-03-2015 03:30,467.89
01-03-2015 03:51,417.27
01-03-2015 04:12,122.84
01-03-2015 04:33,312.18
01-03-2015 04:54,531.96
01-03-2015 05:36,666.78
01-03-2015 05:57,107.98
01-03-2015 06:18,47.23
01-03-2015 06:39,197.98
01-03-2015 07:00,387.98
01-03-2015 07:21,985.64
01-03-2015 07:42,199.98
01-03-2015 08:03,714.47
01-03-2015 08:24,895.33
01-03-2015 08:45,141.15
01-03-2015 09:06,1321.01
01-03-2015 09:27,1233.61
01-03-2015 09:48,578.63
01-03-2015 10:09,882.54
01-03-2015 10:30,563.95
01-03-2015 11:12,553.2
01-03-2015 11:33,1138.08
01-03-2015 11:54,794.73
01-03-2015 12:15,114.77
01-03-2015 12:36,617.71
01-03-2015 12:57,389.35
01-03-2015 13:39,622.94
01-03-2015 14:00,367.46
01-03-2015 14:21,235.16
01-03-2015 14:42,869.91
01-03-2015 15:03,476.45
01-03-2015 15:24,331.98
01-03-2015 16:06,656.88
01-03-2015 16:27,478.96
01-03-2015 16:48,619.46
01-03-2015 17:30,1157.92
01-03-2015 17:51,697.51
01-03-2015 18:12,764.93
01-03-2015 18:33,36.39
01-03-2015 18:54,1062.89
01-03-2015 19:15,1028.44
01-03-2015 19:36,651.42
01-03-2015 19:58,457.4
01-03-2015 20:19,237.56
01-03-2015 20:40,296.69
01-03-2015 21:01,327.97
01-03-2015 21:43,792.48
01-03-2015 22:04,397.34
01-03-2015 22:25,167.19
01-03-2015 23:07,419.31
01-03-2015 23:28,439.97
01-03-2015 23:49,660.96
01-03-2016 00:00,963.22
01-03-2016 00:21,565.98
01-03-2016 01:03,1423.87
01-03-2016 01:24,295.97
01-03-2016 01:45,820.7
01-03-2016 02:27,466.46
01-03-2016 02:48,881.95
01-03-2016 03:09,293.88
01-03-2016 03:30,426.46
01-03-2016 03:51,1121.69
01-03-2016 04:12,803.65
01-03-2016 04:34,47.25
01-03-2016 04:55,812.04
01-03-2016 05:16,114.39
01-03-2016 05:37,882.19
01-03-2016 05:58,866.41
01-03-2016 06:19,326.89
01-03-2016 06:40,395.98
01-03-2016 07:01,1164.24
01-03-2016 07:22,213.47
01-03-2016 07:43,873.66
01-03-2016 08:04,822.56
01-03-2016 08:25,687.21
01-03-2016 08:46,680.44
01-03-2016 09:07,331.98
01-03-2016 09:28,603.14
01-03-2016 09:49,566.48
01-03-2016 10:10,1025.56
01-03-2016 10:31,294.65
01-03-2016 10:52,409.42
01-03-2016 11:13,436.98
01-03-2016 11:34,1065.83
01-03-2016 11:55,1294.12
01-03-2016 12:37,824.82
01-03-2016 12:58,731.48
01-03-2016 13:19,435.53
01-03-2016 13:40,713.46
01-03-2016 14:22,291.95
01-03-2016 14:43,573.09
01-03-2016 15:04,557.84
01-03-2016 15:25,572.18
01-03-2016 16:07,222.7
01-03-2016 16:49,1004.02
01-03-2016 17:10,289.99
01-03-2016 19:16,945.37
01-03-2016 19:37,370.45
01-03-2016 19:58,235.16
01-03-2016 20:19,828.06
01-03-2016 21:22,538.21
01-03-2016 21:44,357.95
01-03-2016 22:05,556.73
01-03-2016 22:26,210.49
01-03-2016 22:47,754.93
01-03-2016 23:29,752.38
01-03-2017 00:33,459.54
01-03-2017 00:54,743.79
01-03-2017 01:15,583.14
01-03-2017 01:57,806.19
01-03-2017 02:18,95.98
01-03-2017 02:39,573.62
01-03-2017 03:00,94.05
01-03-2017 03:42,468.43
01-03-2017 04:03,887.91
01-03-2017 04:45,761.2
01-03-2017 05:06,255.46
01-03-2017 05:27,296.38
01-03-2017 05:48,726.01
01-03-2017 06:09,871.94
01-03-2017 06:30,1133.44
01-03-2017 06:51,848.19
01-03-2017 07:12,472.87
01-03-2017 07:33,229.05
01-03-2017 07:54,497.39
01-03-2017 08:15,123.49
01-03-2017 08:36,644.96
01-03-2017 08:57,189.99
01-03-2017 09:39,406.9
01-03-2017 10:00,810.96
01-03-2017 10:21,134.95
01-03-2017 10:42,689.99
01-03-2017 11:03,245.96
01-03-2017 11:24,319.38
01-03-2017 12:06,258.68
01-03-2017 12:27,446.38
01-03-2017 12:48,565.97
01-03-2017 13:30,1290.12
01-03-2017 13:51,379.98
01-03-2017 14:12,103.99
01-03-2017 14:33,132.3
01-03-2017 14:54,106.59
01-03-2017 15:15,221.36
01-03-2017 15:36,278.98
01-03-2017 15:57,195.99
01-03-2017 16:19,239.96
01-03-2017 17:01,1307.32
01-03-2017 17:22,349.92
01-03-2017 17:43,21.74
01-03-2017 18:04,402.26
01-03-2017 18:46,503.81
01-03-2017 19:07,397.99
01-03-2017 19:28,517.98
01-03-2017 19:49,270.37
01-03-2017 20:10,47.48
01-03-2017 20:31,151.16
01-03-2017 20:52,191.98
01-03-2017 21:13,437.02
01-03-2017 21:34,846.11
01-03-2017 22:37,110.49
01-03-2017 22:58,758.0
01-03-2017 23:19,373.07
01-03-2018 00:12,287.18
01-03-2018 00:33,290.11
01-03-2018 00:54,293.04
01-03-2018 01:16,219.78
01-03-2018 01:37,234.43
01-03-2018 01:58,240.29
01-03-2018 02:19,243.22
01-03-2018 02:40,246.15
01-03-2018 03:01,249.08
01-03-2018 03:22,254.94
01-03-2018 03:43,257.88
01-03-2018 04:04,263.74
01-03-2018 04:25,266.67
01-03-2018 04:46,272.53
01-03-2018 05:07,276.92
01-03-2018 05:28,278.39
01-03-2018 05:49,281.32
01-03-2018 06:10,284.25
01-03-2018 06:31,287.18
01-03-2018 06:52,290.11
01-03-2018 07:13,293.04
01-03-2018 07:34,219.78
01-03-2018 07:55,234.43
01-03-2018 08:16,240.29
01-03-2018 08:37,243.22
01-03-2018 08:58,246.15
01-03-2018 09:19,249.08
01-03-2018 09:40,254.94
01-03-2018 10:01,257.88
01-03-2018 10:22,263.74
01-03-2018 10:43,266.67
01-03-2018 11:04,272.53
01-03-2018 11:25,276.92
01-03-2018 11:46,278.39
01-03-2018 12:07,281.32
01-03-2018 12:28,284.25
01-03-2018 12:49,287.18
01-03-2018 13:10,290.11
01-03-2018 13:31,293.04
01-03-2018 13:52,219.78
01-03-2018 14:13,234.43
01-03-2018 14:34,240.29
01-03-2018 14:55,243.22
01-03-2018 15:16,246.15
01-03-2018 15:37,249.08
01-03-2018 15:58,254.94
01-03-2018 16:19,257.88
01-03-2018 16:40,263.74
01-03-2018 17:01,266.67
01-03-2018 17:22,272.53
01-03-2018 17:43,276.92
01-03-2018 18:05,278.39
01-03-2018 18:26,281.32
01-03-2018 18:47,284.25
01-03-2018 19:08,287.18
01-03-2018 19:29,290.11
01-03-2018 19:50,293.04
01-03-2018 20:11,219.78
01-03-2018 20:32,234.43
01-03-2018 20:53,240.29
01-03-2018 21:14,243.22
01-03-2018 21:35,246.15
01-03-2018 21:56,249.08
01-03-2018 22:17,254.94
01-03-2018 22:38,257.88
01-03-2018 22:59,263.74
01-03-2018 23:20,266.67
01-03-2018 23:41,272.53
01-04-2015 00:10,887.96
01-04-2015 00:31,118.29
01-04-2015 00:52,894.03
01-04-2015 01:34,347.49
01-04-2015 01:55,131.17
01-04-2015 02:16,662.93
01-04-2015 02:37,568.66
01-04-2015 02:58,163.99
01-04-2015 03:19,777.96
01-04-2015 04:22,288.97
01-04-2015 04:43,899.95
01-04-2015 05:04,1025.66
01-04-2015 05:25,445.95
01-04-2015 05:46,727.89
01-04-2015 06:07,37.19
01-04-2015 06:28,461.47
01-04-2015 06:49,806.49
01-04-2015 07:10,427.14
01-04-2015 07:31,669.49
01-04-2015 07:52,619.42
01-04-2015 08:13,82.0
01-04-2015 08:34,463.54
01-04-2015 08:55,314.36
01-04-2015 09:37,75.17
01-04-2015 09:58,327.98
01-04-2015 10:19,639.12
01-04-2015 10:40,706.42
01-04-2015 11:01,602.69
01-04-2015 11:22,696.28
01-04-2015 11:43,765.77
01-04-2015 12:04,622.75
01-04-2015 12:25,298.17
01-04-2015 12:47,1017.99
01-04-2015 13:08,618.42
01-04-2015 13:29,359.98
01-04-2015 13:50,862.67
01-04-2015 14:11,914.92
01-04-2015 14:32,289.91
01-04-2015 14:53,842.97
01-04-2015 15:14,400.74
01-04-2015 15:35,106.59
01-04-2015 15:56,463.96
01-04-2015 16:17,580.95
01-04-2015 16:38,412.78
01-04-2015 16:59,788.52
01-04-2015 17:20,514.92
01-04-2015 17:41,449.95
01-04-2015 18:23,361.45
01-04-2015 18:44,386.48
01-04-2015 19:26,771.37
01-04-2015 19:47,85.0
01-04-2015 20:08,869.92
01-04-2015 20:29,580.54
01-04-2015 20:50,191.99
01-04-2015 21:11,224.98
01-04-2015 21:32,228.56
01-04-2015 21:53,147.0
01-04-2015 22:35,756.19
01-04-2015 22:56,174.68
01-04-2015 23:17,581.36
01-04-2015 23:38,429.96
01-04-2015 23:59,898.4
01-04-2016 00:11,701.29
01-04-2016 00:53,628.86
01-04-2016 01:14,57.59
01-04-2016 01:35,831.25
01-04-2016 02:38,631.94
01-04-2016 02:59,408.75
01-04-2016 03:20,512.67
01-04-2016 03:41,497.49
01-04-2016 04:02,238.45
01-04-2016 04:23,116.37
01-04-2016 05:05,339.48
01-04-2016 05:47,515.36
01-04-2016 06:08,242.36
01-04-2016 06:29,744.52
01-04-2016 06:50,584.84
01-04-2016 07:11,427.95
01-04-2016 07:32,1106.13
01-04-2016 07:53,530.19
01-04-2016 08:35,291.18
01-04-2016 08:56,158.36
01-04-2016 09:17,950.33
01-04-2016 09:38,100.78
01-04-2016 10:20,146.78
01-04-2016 10:41,58.79
01-04-2016 11:02,296.96
01-04-2016 11:23,169.88
01-04-2016 11:44,264.26
01-04-2016 12:26,925.42
01-04-2016 12:47,610.38
01-04-2016 13:08,847.07
01-04-2016 13:29,372.49
01-04-2016 13:50,428.17
01-04-2016 14:11,245.98
01-04-2016 14:33,953.9
01-04-2016 14:54,653.91
01-04-2016 15:15,215.77
01-04-2016 15:36,293.95
01-04-2016 15:57,592.89
01-04-2016 16:18,1107.7
01-04-2016 16:39,734.71
01-04-2016 17:00,666.43
01-04-2016 17:21,191.99
01-04-2016 17:42,84.97
01-04-2016 18:03,1080.04
01-04-2016 18:24,507.58
01-04-2016 19:06,251.98
01-04-2016 19:27,147.33
01-04-2016 19:48,559.75
01-04-2016 20:09,382.37
01-04-2016 20:30,694.9
01-04-2016 20:51,344.23
01-04-2016 21:12,128.69
01-04-2016 21:54,40.0
01-04-2016 22:36,566.55
01-04-2016 23:18,824.54
01-04-2016 23:39,531.06
01-04-2017 00:01,163.99
01-04-2017 00:22,391.98
01-04-2017 00:43,532.86
01-04-2017 01:04,950.63
01-04-2017 01:46,889.54
01-04-2017 02:07,443.98
01-04-2017 02:28,673.43
01-04-2017 03:31,247.95
01-04-2017 03:52,582.69
01-04-2017 04:13,379.96
01-04-2017 04:34,193.98
01-04-2017 05:16,424.12
01-04-2017 05:37,368.97
01-04-2017 05:58,497.29
01-04-2017 06:19,1023.86
01-04-2017 07:01,101.98
01-04-2017 07:22,282.84
01-04-2017 08:04,902.89
01-04-2017 08:25,1083.87
01-04-2017 08:46,538.32
01-04-2017 09:08,84.0
01-04-2017 09:29,355.68
01-04-2017 09:50,452.89
01-04-2017 10:11,521.13
01-04-2017 10:32,129.99
01-04-2017 10:53,540.74
01-04-2017 11:14,170.07
01-04-2017 11:35,351.56
01-04-2017 11:56,553.48
01-04-2017 12:17,449.95
01-04-2017 12:38,580.7
01-04-2017 12:59,146.97
01-04-2017 13:41,301.97
01-04-2017 14:02,250.0
01-04-2017 14:23,767.54
01-04-2017 15:05,427.4
01-04-2017 15:26,446.92
01-04-2017 16:08,1080.68
01-04-2017 16:50,130.38
01-04-2017 17:11,150.0
01-04-2017 17:32,1026.12
01-04-2017 17:53,878.91
01-04-2017 18:14,414.62
01-04-2017 18:35,297.99
01-04-2017 18:56,276.77
01-04-2017 19:17,1047.31
01-04-2017 19:59,113.09
01-04-2017 20:20,53.58
01-04-2017 20:41,995.26
01-04-2017 21:02,979.33
01-04-2017 21:23,382.27
01-04-2017 21:44,368.97
01-04-2017 22:05,1153.62
01-04-2017 22:26,1064.69
01-04-2017 23:08,361.95
01-04-2017 23:29,604.06
01-04-2017 23:50,522.32
01-04-2018 00:02,276.92
01-04-2018 00:23,278.39
01-04-2018 00:44,281.32
01-04-2018 01:05,284.25
01-04-2018 01:26,287.18
01-04-2018 01:47,290.11
01-04-2018 02:08,293.04
01-04-2018 02:29,219.78
01-04-2018 02:50,234.43
01-04-2018 03:11,240.29
01-04-2018 03:32,243.22
01-04-2018 03:53,246.15
01-04-2018 04:14,249.08
01-04-2018 04:35,254.94
01-04-2018 04:56,257.88
01-04-2018 05:17,263.74
01-04-2018 05:38,266.67
01-04-2018 05:59,272.53
01-04-2018 06:20,276.92
01-04-2018 06:41,278.39
01-04-2018 07:02,281.32
01-04-2018 07:23,210.85
01-04-2018 07:44,158.14
01-04-2018 08:05,168.68
01-04-2018 08:26,172.9
01-04-2018 08:47,175.01
01-04-2018 09:08,177.11
01-04-2018 09:29,179.22
01-04-2018 09:50,183.44
01-04-2018 10:11,185.55
01-04-2018 10:32,189.77
01-04-2018 10:53,191.87
01-04-2018 11:15,196.09
01-04-2018 11:36,199.25
01-04-2018 11:57,200.31
01-04-2018 12:18,202.42
01-04-2018 12:39,204.52
01-04-2018 13:00,206.63
01-04-2018 13:21,208.74
01-04-2018 13:42,210.85
01-04-2018 14:03,158.14
01-04-2018 14:24,168.68
01-04-2018 14:45,172.9
01-04-2018 15:06,175.01
01-04-2018 15:27,177.11
01-04-2018 15:48,179.22
